tweet,token
proses penerbitan sertifikat vaksin pedulilindungi app jg cepet banget beberapa jam vaksin terbit unduh rencana mau dicetak laminating sendiri takut privasi data bocor klo pake jasa cetak kartu meski dah bocor paling darkweb,"['proses', 'penerbitan', 'sertifikat', 'vaksin', 'pedulilindungi', 'app', 'jg', 'cepet', 'banget', 'beberapa', 'jam', 'vaksin', 'terbit', 'unduh', 'rencana', 'mau', 'dicetak', 'laminating', 'sendiri', 'takut', 'privasi', 'data', 'bocor', 'klo', 'pake', 'jasa', 'cetak', 'kartu', 'meski', 'dah', 'bocor', 'paling', 'darkweb']"
pas vaksin pertama menit abis vaksin langsung pegel lengan yg kedua nyaris ga efek samping apapun beberapa jam vaksin yaa biasa aja ngantuk sih wajar lha semalem begadang laper wajar lha blm sarapan,"['pas', 'vaksin', 'pertama', 'menit', 'abis', 'vaksin', 'langsung', 'pegel', 'lengan', 'yg', 'kedua', 'nyaris', 'ga', 'efek', 'samping', 'apapun', 'beberapa', 'jam', 'vaksin', 'yaa', 'biasa', 'aja', 'ngantuk', 'sih', 'wajar', 'lha', 'semalem', 'begadang', 'laper', 'wajar', 'lha', 'blm', 'sarapan']"
liat pake mata sendiri pas cairannya masuk sensasi ngilu yg gimana gitu abis proses vaksin nunggu bentar surat keterangan dikasih kemudian beres deh,"['liat', 'pake', 'mata', 'sendiri', 'pas', 'cairannya', 'masuk', 'sensasi', 'ngilu', 'yg', 'gimana', 'gitu', 'abis', 'proses', 'vaksin', 'nunggu', 'bentar', 'surat', 'keterangan', 'dikasih', 'kemudian', 'beres', 'deh']"
sempet beredar video beberapa waktu lalu yg cairan vaksinnya ga disuntikkan cm nancepin jarum aja karna insekyur jadinya vaksin dosis kedua ku liatin proses nyuntiknya maap bukannya aku tak percaya sus biar lega dikit hehe beneran divaksin kok,"['sempet', 'beredar', 'video', 'beberapa', 'waktu', 'lalu', 'yg', 'cairan', 'vaksinnya', 'ga', 'disuntikkan', 'cm', 'nancepin', 'jarum', 'aja', 'karna', 'insekyur', 'jadinya', 'vaksin', 'dosis', 'kedua', 'ku', 'liatin', 'proses', 'nyuntiknya', 'maap', 'bukannya', 'aku', 'tak', 'percaya', 'sus', 'biar', 'lega', 'dikit', 'hehe', 'beneran', 'divaksin', 'kok']"
prosesnya kurang lebih sama kayak vaksin pertama amp lebih cepet bagian screening tensi malah lebih tinggi sampe ditanya dokter muda kan maap klo vaksin terjadwal ga dadakan gini gampang kepikiran aqutu dok,"['prosesnya', 'kurang', 'lebih', 'sama', 'kayak', 'vaksin', 'pertama', 'amp', 'lebih', 'cepet', 'bagian', 'screening', 'tensi', 'malah', 'lebih', 'tinggi', 'sampe', 'ditanya', 'dokter', 'muda', 'kan', 'maap', 'klo', 'vaksin', 'terjadwal', 'ga', 'dadakan', 'gini', 'gampang', 'kepikiran', 'aqutu', 'dok']"
vaksin dosis kedua selesai h sempet bingung lokasi vaksin sms nya dulu kalau lokasi kedua klinik polres untung iseng nanya admin pak pulici ig polres surakarta bener lokasinya tetep lokasi vaksin pertamabalaik,"['vaksin', 'dosis', 'kedua', 'selesai', 'h', 'sempet', 'bingung', 'lokasi', 'vaksin', 'sms', 'nya', 'dulu', 'kalau', 'lokasi', 'kedua', 'klinik', 'polres', 'untung', 'iseng', 'nanya', 'admin', 'pak', 'pulici', 'ig', 'polres', 'surakarta', 'bener', 'lokasinya', 'tetep', 'lokasi', 'vaksin', 'pertamabalaik']"
si adek brisik pol blm dpt sms sertkfikat vaksin,"['si', 'adek', 'brisik', 'pol', 'blm', 'dpt', 'sms', 'sertkfikat', 'vaksin']"
inpo vaksin non domisili bre,"['inpo', 'vaksin', 'non', 'domisili', 'bre']"
vaksin campak wes ben kalo dicampakkan iku ora ngrantes,"['vaksin', 'campak', 'wes', 'ben', 'kalo', 'dicampakkan', 'iku', 'ora', 'ngrantes']"
matur nang ibukmu rapopo telat vaksin sing penting imun ra gampang cidro,"['matur', 'nang', 'ibukmu', 'rapopo', 'telat', 'vaksin', 'sing', 'penting', 'imun', 'ra', 'gampang', 'cidro']"
habis vaksin nafsu makan nambah kenceng makan terus tp gabisa gendutt anjir wkw,"['habis', 'vaksin', 'nafsu', 'makan', 'nambah', 'kenceng', 'makan', 'terus', 'tp', 'gabisa', 'gendutt', 'anjir', 'wkw']"
yo ngisi form vaksin monggo,"['yo', 'ngisi', 'form', 'vaksin', 'monggo']"
pas dateng mau vaksin antri isi form bawa fotocopy ktp verifikasi tatap muka memang mantap indonesia tercinta,"['pas', 'dateng', 'mau', 'vaksin', 'antri', 'isi', 'form', 'bawa', 'fotocopy', 'ktp', 'verifikasi', 'tatap', 'muka', 'memang', 'mantap', 'indonesia', 'tercinta']"
yok berminat vaksin malam pkl dibuka pendaftarannya hari vaksin kuota orang orang per hari sing penting berusaha,"['yok', 'berminat', 'vaksin', 'malam', 'pkl', 'dibuka', 'pendaftarannya', 'hari', 'vaksin', 'kuota', 'orang', 'orang', 'per', 'hari', 'sing', 'penting', 'berusaha']"
yeaa siap menerima vaksin,"['yeaa', 'siap', 'menerima', 'vaksin']"
logika yg vaksin x aman perlu tes sana sini jd pertanyaan kalo vaksin x tp tetap tes hasilnya positif terus kapan pandemi selesai,"['logika', 'yg', 'vaksin', 'x', 'aman', 'perlu', 'tes', 'sana', 'sini', 'jd', 'pertanyaan', 'kalo', 'vaksin', 'x', 'tp', 'tetap', 'tes', 'hasilnya', 'positif', 'terus', 'kapan', 'pandemi', 'selesai']"
apa vaksin sinovac sinovac merupakan nama perusahaan biofarmasi asal beijing memproduksi vaksin bernama coronavac jenis inactivated vaccine coronavac bekerja menggunakan partikel virus dimatikan,"['apa', 'vaksin', 'sinovac', 'sinovac', 'merupakan', 'nama', 'perusahaan', 'biofarmasi', 'asal', 'beijing', 'memproduksi', 'vaksin', 'bernama', 'coronavac', 'jenis', 'inactivated', 'vaccine', 'coronavac', 'bekerja', 'menggunakan', 'partikel', 'virus', 'dimatikan']"
iyo ki alhamdulillah mugo ndang tambah akeh vaksin centre e,"['iyo', 'ki', 'alhamdulillah', 'mugo', 'ndang', 'tambah', 'akeh', 'vaksin', 'centre', 'e']"
nyari vaksin susah setengah mampus,"['nyari', 'vaksin', 'susah', 'setengah', 'mampus']"
ayo vaksin,"['ayo', 'vaksin']"
cara berpikir aneh begini mengakibatkan disinformasi soal covid isu ambulan kosong muter muter akhirnya ambulan lewat dilempar isu vaksin memasukkan chip akhirnya banyak yg anti vaksin byk yg meninggal rs yg disalahkan rs logika ajaib nitizen indon,"['cara', 'berpikir', 'aneh', 'begini', 'mengakibatkan', 'disinformasi', 'soal', 'covid', 'isu', 'ambulan', 'kosong', 'muter', 'muter', 'akhirnya', 'ambulan', 'lewat', 'dilempar', 'isu', 'vaksin', 'memasukkan', 'chip', 'akhirnya', 'banyak', 'yg', 'anti', 'vaksin', 'byk', 'yg', 'meninggal', 'rs', 'yg', 'disalahkan', 'rs', 'logika', 'ajaib', 'nitizen', 'indon']"
bar vaksin tiga kok efek e lemes ngene,"['bar', 'vaksin', 'tiga', 'kok', 'efek', 'e', 'lemes', 'ngene']"
aku tp vaksin coz stok vaksin az sampe oslo,"['aku', 'tp', 'vaksin', 'coz', 'stok', 'vaksin', 'az', 'sampe', 'oslo']"
lha mau vaksin lewat endi must coba lapor pihak sing gawe vaksinasi sing mbok parani,"['lha', 'mau', 'vaksin', 'lewat', 'endi', 'must', 'coba', 'lapor', 'pihak', 'sing', 'gawe', 'vaksinasi', 'sing', 'mbok', 'parani']"
edukasi mmg semua ttg vaksin kurang edukasi masyarakat desaku vaksin pertama oke tp stlh mau vaksin kedua g mau krn sdh kena hoax yg beredar dimasyarakat smga dipermudahkan,"['edukasi', 'mmg', 'semua', 'ttg', 'vaksin', 'kurang', 'edukasi', 'masyarakat', 'desaku', 'vaksin', 'pertama', 'oke', 'tp', 'stlh', 'mau', 'vaksin', 'kedua', 'g', 'mau', 'krn', 'sdh', 'kena', 'hoax', 'yg', 'beredar', 'dimasyarakat', 'smga', 'dipermudahkan']"
jadi vaksin tetap prokes mana tinggal bawa kartu vaksin bukan hasil swab antigen pcr,"['jadi', 'vaksin', 'tetap', 'prokes', 'mana', 'tinggal', 'bawa', 'kartu', 'vaksin', 'bukan', 'hasil', 'swab', 'antigen', 'pcr']"
mobil vaksin tiap puskesmas seluruh indonesia jemput bola hari pindah rt vaksin tuh seada adanya orang yg divaksin biar cepet target marketing minimarket aja kalo kejar target jemput bola kok,"['mobil', 'vaksin', 'tiap', 'puskesmas', 'seluruh', 'indonesia', 'jemput', 'bola', 'hari', 'pindah', 'rt', 'vaksin', 'tuh', 'seada', 'adanya', 'orang', 'yg', 'divaksin', 'biar', 'cepet', 'target', 'marketing', 'minimarket', 'aja', 'kalo', 'kejar', 'target', 'jemput', 'bola', 'kok']"
baru sebulan disolo males vaksin swab kl mo balik,"['baru', 'sebulan', 'disolo', 'males', 'vaksin', 'swab', 'kl', 'mo', 'balik']"
vaksin o saiki mumpung isine chip nek taun ngarep krungu isine kacang ijo karo coklat,"['vaksin', 'o', 'saiki', 'mumpung', 'isine', 'chip', 'nek', 'taun', 'ngarep', 'krungu', 'isine', 'kacang', 'ijo', 'karo', 'coklat']"
vaksin sek berbentuk kapsul ono ra to asuog pengen vaksin wedi jarum,"['vaksin', 'sek', 'berbentuk', 'kapsul', 'ono', 'ra', 'to', 'asuog', 'pengen', 'vaksin', 'wedi', 'jarum']"
vaksin kok aku merasa transfer data jadi cepet banget via infrared,"['vaksin', 'kok', 'aku', 'merasa', 'transfer', 'data', 'jadi', 'cepet', 'banget', 'via', 'infrared']"
efek vaksin laperr ngantuk bukan efek mah emang kebiasaan aja kalo ga laper ngantuk,"['efek', 'vaksin', 'laperr', 'ngantuk', 'bukan', 'efek', 'mah', 'emang', 'kebiasaan', 'aja', 'kalo', 'ga', 'laper', 'ngantuk']"
klo habis vaksin apa donor plasma bro,"['klo', 'habis', 'vaksin', 'apa', 'donor', 'plasma', 'bro']"
berakhir wedyan seneng banget akhirnya vaksin hwaa wkwk,"['berakhir', 'wedyan', 'seneng', 'banget', 'akhirnya', 'vaksin', 'hwaa', 'wkwk']"
info vaksin,"['info', 'vaksin']"
nurunin tensi waktu menit gimana guyss kasi solusi dongg pusing gabisa vaksin grgr tensi tensi,"['nurunin', 'tensi', 'waktu', 'menit', 'gimana', 'guyss', 'kasi', 'solusi', 'dongg', 'pusing', 'gabisa', 'vaksin', 'grgr', 'tensi', 'tensi']"
yukk vaksin yukk doain guyss wkwk,"['yukk', 'vaksin', 'yukk', 'doain', 'guyss', 'wkwk']"
semoga pemerintah kian massif memberikan vaksin covid ditempat nyaman disiplin protokol kesehatan ikuti sosial media ig sukoharjo fb pku sukoharjo twitter youtube pku muhammadiyah sukoharjo website,"['semoga', 'pemerintah', 'kian', 'massif', 'memberikan', 'vaksin', 'covid', 'ditempat', 'nyaman', 'disiplin', 'protokol', 'kesehatan', 'ikuti', 'sosial', 'media', 'ig', 'sukoharjo', 'fb', 'pku', 'sukoharjo', 'twitter', 'youtube', 'pku', 'muhammadiyah', 'sukoharjo', 'website']"
yg ga percaya vaksin plis diem aja jangan koar tulisan mu membahayakan buat nakes kalo ga biasa nanganin covid plis jgn lgsg panik dger cerita pasien panikmu membuat org ga percaya sm rs,"['yg', 'ga', 'percaya', 'vaksin', 'plis', 'diem', 'aja', 'jangan', 'koar', 'tulisan', 'mu', 'membahayakan', 'buat', 'nakes', 'kalo', 'ga', 'biasa', 'nanganin', 'covid', 'plis', 'jgn', 'lgsg', 'panik', 'dger', 'cerita', 'pasien', 'panikmu', 'membuat', 'org', 'ga', 'percaya', 'sm', 'rs']"
awal mau siap vaksin pak daftar ol selalu trjawab kuota full pdhl batu jeda gak menit link reservasi dibuka gimana donk pak solusinya,"['awal', 'mau', 'siap', 'vaksin', 'pak', 'daftar', 'ol', 'selalu', 'trjawab', 'kuota', 'full', 'pdhl', 'batu', 'jeda', 'gak', 'menit', 'link', 'reservasi', 'dibuka', 'gimana', 'donk', 'pak', 'solusinya']"
benar mas pdhl sekarang apa hrs nunjukin kartu vaksin yaa,"['benar', 'mas', 'pdhl', 'sekarang', 'apa', 'hrs', 'nunjukin', 'kartu', 'vaksin', 'yaa']"
vaksin sukoharjo apa kabar,"['vaksin', 'sukoharjo', 'apa', 'kabar']"
istri tenaga medis kok cara omgnya spt tdk paham tujuan vaksin bersyukur lu ud dpt vaksin yg dpt vaksin byk kesusahan mendapatkannya bersyukur jg udah vaksin lu udah terpapar n skg msh hdup bs ngetweet lol,"['istri', 'tenaga', 'medis', 'kok', 'cara', 'omgnya', 'spt', 'tdk', 'paham', 'tujuan', 'vaksin', 'bersyukur', 'lu', 'ud', 'dpt', 'vaksin', 'yg', 'dpt', 'vaksin', 'byk', 'kesusahan', 'mendapatkannya', 'bersyukur', 'jg', 'udah', 'vaksin', 'lu', 'udah', 'terpapar', 'n', 'skg', 'msh', 'hdup', 'bs', 'ngetweet', 'lol']"
vaksin banyak yg mati,"['vaksin', 'banyak', 'yg', 'mati']"
bilangin aja mas kalo sertifikat vaksin ngambil bansos,"['bilangin', 'aja', 'mas', 'kalo', 'sertifikat', 'vaksin', 'ngambil', 'bansos']"
disini major issue vaccine availability banyak yg menganggap vaksin bagian politik,"['disini', 'major', 'issue', 'vaccine', 'availability', 'banyak', 'yg', 'menganggap', 'vaksin', 'bagian', 'politik']"
vaksinasi karanganyar lewat pintu min dinkes lik yg sediakan dinkes baru menit kuota langsung full antusias warga vaksin besar mohon tingkatkan,"['vaksinasi', 'karanganyar', 'lewat', 'pintu', 'min', 'dinkes', 'lik', 'yg', 'sediakan', 'dinkes', 'baru', 'menit', 'kuota', 'langsung', 'full', 'antusias', 'warga', 'vaksin', 'besar', 'mohon', 'tingkatkan']"
info vaksin dong mi,"['info', 'vaksin', 'dong', 'mi']"
emange kalo vaksin dipasangi cctv gitu,"['emange', 'kalo', 'vaksin', 'dipasangi', 'cctv', 'gitu']"
iya jurus jitu dicoba pegawai yg gak ikut vaksin gak thr nantinya,"['iya', 'jurus', 'jitu', 'dicoba', 'pegawai', 'yg', 'gak', 'ikut', 'vaksin', 'gak', 'thr', 'nantinya']"
aku punya karyawan janda anak satu dah gede aku suruh ikut vaksin gak mau alasannya takut takut tiga tahun jadi zombie gus alloh sopo sih nyebarin hoaks kalo vaksin jadi zombie mbok ngaku,"['aku', 'punya', 'karyawan', 'janda', 'anak', 'satu', 'dah', 'gede', 'aku', 'suruh', 'ikut', 'vaksin', 'gak', 'mau', 'alasannya', 'takut', 'takut', 'tiga', 'tahun', 'jadi', 'zombie', 'gus', 'alloh', 'sopo', 'sih', 'nyebarin', 'hoaks', 'kalo', 'vaksin', 'jadi', 'zombie', 'mbok', 'ngaku']"
hari vaksin,"['hari', 'vaksin']"
lagian aneh vaksin kok bayar,"['lagian', 'aneh', 'vaksin', 'kok', 'bayar']"
vaksin karanganyar rebutan kuota daftar onlen ngalah i flash sale xiaomi,"['vaksin', 'karanganyar', 'rebutan', 'kuota', 'daftar', 'onlen', 'ngalah', 'i', 'flash', 'sale', 'xiaomi']"
isinya covid virus virus virus terus vaksin vaksin mending download smadav aja deh kan anti virus lebih manjur vaksin,"['isinya', 'covid', 'virus', 'virus', 'virus', 'terus', 'vaksin', 'vaksin', 'mending', 'download', 'smadav', 'aja', 'deh', 'kan', 'anti', 'virus', 'lebih', 'manjur', 'vaksin']"
nah yen wes iso daftar kabeh kan tinggal nunggu kapan giliran vaksin nek dibatasi ngene iki kapan rampung e ayo lah kerja cerdas kerja efektif mohon bantuan lah pak gub,"['nah', 'yen', 'wes', 'iso', 'daftar', 'kabeh', 'kan', 'tinggal', 'nunggu', 'kapan', 'giliran', 'vaksin', 'nek', 'dibatasi', 'ngene', 'iki', 'kapan', 'rampung', 'e', 'ayo', 'lah', 'kerja', 'cerdas', 'kerja', 'efektif', 'mohon', 'bantuan', 'lah', 'pak', 'gub']"
ibaratnya berperang melawan covid dipersenjatai vaksin musuh sedang mengepung sos vaksin sos vaksin,"['ibaratnya', 'berperang', 'melawan', 'covid', 'dipersenjatai', 'vaksin', 'musuh', 'sedang', 'mengepung', 'sos', 'vaksin', 'sos', 'vaksin']"
hallo fenomena pendaftaran vaksin kok yo berlanjut yaa mbok wes ra usah nganggo kuota pendaftar nek misal maksimal dosis google form e rasah dibatasi open wae sak okeh pendaftar vaksin tinggal diurut sesuai nomor google drive,"['hallo', 'fenomena', 'pendaftaran', 'vaksin', 'kok', 'yo', 'berlanjut', 'yaa', 'mbok', 'wes', 'ra', 'usah', 'nganggo', 'kuota', 'pendaftar', 'nek', 'misal', 'maksimal', 'dosis', 'google', 'form', 'e', 'rasah', 'dibatasi', 'open', 'wae', 'sak', 'okeh', 'pendaftar', 'vaksin', 'tinggal', 'diurut', 'sesuai', 'nomor', 'google', 'drive']"
dalan e ojo ditutup ning nggonku arep do vaksin bingung meh lewat ngendi lha dalane ditutupi kabeh trus males budhal,"['dalan', 'e', 'ojo', 'ditutup', 'ning', 'nggonku', 'arep', 'do', 'vaksin', 'bingung', 'meh', 'lewat', 'ngendi', 'lha', 'dalane', 'ditutupi', 'kabeh', 'trus', 'males', 'budhal']"
jadwal vaksin dosis mu kapan,"['jadwal', 'vaksin', 'dosis', 'mu', 'kapan']"
buat vaksin kak read astrea zanev,"['buat', 'vaksin', 'kak', 'read', 'astrea', 'zanev']"
gini lho mas bukan buzzer pakai logika pakai nalar kalau mau berkiblat negara udah lepas masker sah sah melalui proses pakai prokes pakai vaksin pakai otak,"['gini', 'lho', 'mas', 'bukan', 'buzzer', 'pakai', 'logika', 'pakai', 'nalar', 'kalau', 'mau', 'berkiblat', 'negara', 'udah', 'lepas', 'masker', 'sah', 'sah', 'melalui', 'proses', 'pakai', 'prokes', 'pakai', 'vaksin', 'pakai', 'otak']"
halo sahabat mido pernah geram melihat perilaku wna taat protokol kesehatan anti vaksin langsung maupun menyaksikan via sosmed,"['halo', 'sahabat', 'mido', 'pernah', 'geram', 'melihat', 'perilaku', 'wna', 'taat', 'protokol', 'kesehatan', 'anti', 'vaksin', 'langsung', 'maupun', 'menyaksikan', 'via', 'sosmed']"
msh bingung dg vaksin vaksin tempat a vaksin tempat b bahkan beda provinsi,"['msh', 'bingung', 'dg', 'vaksin', 'vaksin', 'tempat', 'a', 'vaksin', 'tempat', 'b', 'bahkan', 'beda', 'provinsi']"
heran aja yg vaksin cuma buat syarat bepergian,"['heran', 'aja', 'yg', 'vaksin', 'cuma', 'buat', 'syarat', 'bepergian']"
aman efek pegel jam vaksin,"['aman', 'efek', 'pegel', 'jam', 'vaksin']"
vaksin covid asal china sinovac semakin diragukan dicoret beberapa negara dinilai efektif melawan varian baru corona delta,"['vaksin', 'covid', 'asal', 'china', 'sinovac', 'semakin', 'diragukan', 'dicoret', 'beberapa', 'negara', 'dinilai', 'efektif', 'melawan', 'varian', 'baru', 'corona', 'delta']"
bar vaksin kok madang e peng dewe,"['bar', 'vaksin', 'kok', 'madang', 'e', 'peng', 'dewe']"
vaksin dosis hari negatif covid,"['vaksin', 'dosis', 'hari', 'negatif', 'covid']"
jogja hampir hari mba info vaksin bebas domisili kudu effort lebih daftar antrian panjang tp infonya terselenggara disini infonya anyep doang,"['jogja', 'hampir', 'hari', 'mba', 'info', 'vaksin', 'bebas', 'domisili', 'kudu', 'effort', 'lebih', 'daftar', 'antrian', 'panjang', 'tp', 'infonya', 'terselenggara', 'disini', 'infonya', 'anyep', 'doang']"
sejauh sih efek vaksin cuman laper semoga segini aja sih efeknya wkwk,"['sejauh', 'sih', 'efek', 'vaksin', 'cuman', 'laper', 'semoga', 'segini', 'aja', 'sih', 'efeknya', 'wkwk']"
capaian vaksinasi cupu minim informasi padahal antusiame masyarakat yg mau vaksin cukup bagus masa iya kudu nunut vaksin daerah tetangga,"['capaian', 'vaksinasi', 'cupu', 'minim', 'informasi', 'padahal', 'antusiame', 'masyarakat', 'yg', 'mau', 'vaksin', 'cukup', 'bagus', 'masa', 'iya', 'kudu', 'nunut', 'vaksin', 'daerah', 'tetangga']"
kalo vaksin campak udah blum soalnya ko dicampakkan terus,"['kalo', 'vaksin', 'campak', 'udah', 'blum', 'soalnya', 'ko', 'dicampakkan', 'terus']"
mending aku rebutan daftar vaksin rebutan memilikimu yoan kamu mau og hehe,"['mending', 'aku', 'rebutan', 'daftar', 'vaksin', 'rebutan', 'memilikimu', 'yoan', 'kamu', 'mau', 'og', 'hehe']"
covid berbahaya vaksin melindungi diri sendiri orang vaksin,"['covid', 'berbahaya', 'vaksin', 'melindungi', 'diri', 'sendiri', 'orang', 'vaksin']"
besok vaksin jujur sama dokternya soalnya bilang bulan negatiff,"['besok', 'vaksin', 'jujur', 'sama', 'dokternya', 'soalnya', 'bilang', 'bulan', 'negatiff']"
nunggu bulan duluu baru vaksin,"['nunggu', 'bulan', 'duluu', 'baru', 'vaksin']"
baru pertama kamu gak vaksin anti jomblo,"['baru', 'pertama', 'kamu', 'gak', 'vaksin', 'anti', 'jomblo']"
vaksin anti galau,"['vaksin', 'anti', 'galau']"
kok aku malah ra sabar vaksin yo ben nek koncoku crito aku yo iso crito ngono lho jiakhh,"['kok', 'aku', 'malah', 'ra', 'sabar', 'vaksin', 'yo', 'ben', 'nek', 'koncoku', 'crito', 'aku', 'yo', 'iso', 'crito', 'ngono', 'lho', 'jiakhh']"
halo admin gimana prosedurnya vaksin stasiun infonya,"['halo', 'admin', 'gimana', 'prosedurnya', 'vaksin', 'stasiun', 'infonya']"
henseni gpp ayo vaksin,"['henseni', 'gpp', 'ayo', 'vaksin']"
vaksin pertama sehat sehat semua,"['vaksin', 'pertama', 'sehat', 'sehat', 'semua']"
halo admin gimana prosedurnya vaksin stasiun keperluan mendadak naik kereta vaksin infonya segera,"['halo', 'admin', 'gimana', 'prosedurnya', 'vaksin', 'stasiun', 'keperluan', 'mendadak', 'naik', 'kereta', 'vaksin', 'infonya', 'segera']"
semoga lose streak akibat solo rank pagi menganggu vaksin,"['semoga', 'lose', 'streak', 'akibat', 'solo', 'rank', 'pagi', 'menganggu', 'vaksin']"
siapkan kartu vaksin pcr ehac,"['siapkan', 'kartu', 'vaksin', 'pcr', 'ehac']"
selamat pagi mau tanya ibu sy vaksin kedua tp ktika mau liat sertif vaksin kok ga apps web nya pdhl cek nik nya tertera vaksin x gmn min,"['selamat', 'pagi', 'mau', 'tanya', 'ibu', 'sy', 'vaksin', 'kedua', 'tp', 'ktika', 'mau', 'liat', 'sertif', 'vaksin', 'kok', 'ga', 'apps', 'web', 'nya', 'pdhl', 'cek', 'nik', 'nya', 'tertera', 'vaksin', 'x', 'gmn', 'min']"
njenengan wes nate kenek po wes vaksin to,"['njenengan', 'wes', 'nate', 'kenek', 'po', 'wes', 'vaksin', 'to']"
alhamdulillah entuk vaksin jalur,"['alhamdulillah', 'entuk', 'vaksin', 'jalur']"
alah biyuung arep vaksin angel e ra karuan saben bengi arep daftar kok uangel e ra umum mbok yo koyo kota surakarta kae jogja kae vaksin sak nggon nggon karanganyar kok ruweet banget tho lae lae nyuwun tulung niki pak gubernur,"['alah', 'biyuung', 'arep', 'vaksin', 'angel', 'e', 'ra', 'karuan', 'saben', 'bengi', 'arep', 'daftar', 'kok', 'uangel', 'e', 'ra', 'umum', 'mbok', 'yo', 'koyo', 'kota', 'surakarta', 'kae', 'jogja', 'kae', 'vaksin', 'sak', 'nggon', 'nggon', 'karanganyar', 'kok', 'ruweet', 'banget', 'tho', 'lae', 'lae', 'nyuwun', 'tulung', 'niki', 'pak', 'gubernur']"
daerah ngendi mas distop takoki vaksin po mas,"['daerah', 'ngendi', 'mas', 'distop', 'takoki', 'vaksin', 'po', 'mas']"
vcs vaksin corona sayang,"['vcs', 'vaksin', 'corona', 'sayang']"
abis vaksin reaksinya km gimana nder,"['abis', 'vaksin', 'reaksinya', 'km', 'gimana', 'nder']"
punya asam lambung vaksin ga sih gaes,"['punya', 'asam', 'lambung', 'vaksin', 'ga', 'sih', 'gaes']"
vaksin sukses indonesia sehat,"['vaksin', 'sukses', 'indonesia', 'sehat']"
efek vaksin ternyata bikin ngantuk yaps,"['efek', 'vaksin', 'ternyata', 'bikin', 'ngantuk', 'yaps']"
yg terjadi sama ibu vaksin kena covid isoman masum hari empat lemes batuk anosmia semoga menjadi parah bersyukur beliau divaksin,"['yg', 'terjadi', 'sama', 'ibu', 'vaksin', 'kena', 'covid', 'isoman', 'masum', 'hari', 'empat', 'lemes', 'batuk', 'anosmia', 'semoga', 'menjadi', 'parah', 'bersyukur', 'beliau', 'divaksin']"
btw aku habis vaksin kmpus wkwkkw,"['btw', 'aku', 'habis', 'vaksin', 'kmpus', 'wkwkkw']"
min kampus g ngadain vaksin utk alumni,"['min', 'kampus', 'g', 'ngadain', 'vaksin', 'utk', 'alumni']"
selamat pagi pak info vaksin area sukoharjo yg melayani pendaftaran dmana nggeh maturnuwun,"['selamat', 'pagi', 'pak', 'info', 'vaksin', 'area', 'sukoharjo', 'yg', 'melayani', 'pendaftaran', 'dmana', 'nggeh', 'maturnuwun']"
vaksin sek,"['vaksin', 'sek']"
vaksin kali tubuhmu kapalen,"['vaksin', 'kali', 'tubuhmu', 'kapalen']"
lha kalau yg gratis ngapain gakmau vaksin,"['lha', 'kalau', 'yg', 'gratis', 'ngapain', 'gakmau', 'vaksin']"
tenang banget ben sesuk lolos seleksi vaksin kapan kae ditolak pas cek kesehatan kok,"['tenang', 'banget', 'ben', 'sesuk', 'lolos', 'seleksi', 'vaksin', 'kapan', 'kae', 'ditolak', 'pas', 'cek', 'kesehatan', 'kok']"
bismillah daftar vaksin online menit ful quota,"['bismillah', 'daftar', 'vaksin', 'online', 'menit', 'ful', 'quota']"
win win solution sih buat yg gadapet vaksin amp punya berkat lebih biarin aja gausah nyinyir yg butuh vaksin tp tiap bukaan vaksin coba daftar tp gapernah dapet ngerti rasanya vaksin gratis dr pemerintah jg ribet netijen,"['win', 'win', 'solution', 'sih', 'buat', 'yg', 'gadapet', 'vaksin', 'amp', 'punya', 'berkat', 'lebih', 'biarin', 'aja', 'gausah', 'nyinyir', 'yg', 'butuh', 'vaksin', 'tp', 'tiap', 'bukaan', 'vaksin', 'coba', 'daftar', 'tp', 'gapernah', 'dapet', 'ngerti', 'rasanya', 'vaksin', 'gratis', 'dr', 'pemerintah', 'jg', 'ribet', 'netijen']"
gak perlu protes protes vaksin berbayar kalau gak mau bayar ikut gratis kok pakai sinovak kalau suatu terinfeksi virus dinyatakan positif meski faksin sangat mungkin komen gratisan kok minta kebal terus,"['gak', 'perlu', 'protes', 'protes', 'vaksin', 'berbayar', 'kalau', 'gak', 'mau', 'bayar', 'ikut', 'gratis', 'kok', 'pakai', 'sinovak', 'kalau', 'suatu', 'terinfeksi', 'virus', 'dinyatakan', 'positif', 'meski', 'faksin', 'sangat', 'mungkin', 'komen', 'gratisan', 'kok', 'minta', 'kebal', 'terus']"
jadii kalau gak mau antri vaksin gak mau gratisan mau nyaman waktu vaksin ikut vaksin berbayar kimia farma kalau suatu positiv c kategori cluster vaksin gotong royong yg berbayar vaksin nasional yg gratisan,"['jadii', 'kalau', 'gak', 'mau', 'antri', 'vaksin', 'gak', 'mau', 'gratisan', 'mau', 'nyaman', 'waktu', 'vaksin', 'ikut', 'vaksin', 'berbayar', 'kimia', 'farma', 'kalau', 'suatu', 'positiv', 'c', 'kategori', 'cluster', 'vaksin', 'gotong', 'royong', 'yg', 'berbayar', 'vaksin', 'nasional', 'yg', 'gratisan']"
info vaksin daerah solo dong,"['info', 'vaksin', 'daerah', 'solo', 'dong']"
